Participant Number,Pre/Post/Intervention,Student/Counselor,Modality,Sampling Rate,Start Time,End Time,Duration,Gender,Extra Info,Mean,Median,Mode,Standard Deviation,Normalized Mean,Normalized Median,Normalized Mode,Normalized Standard Deviation
36,Pre,Counselor,Right,8,22:25:02,22:32:20,00:07:18,Females,Yoomjeong,0.058,0.064,"[(0.068, 107)]",0.034,0.529,0.582,"[(0.618, 107)]",0.31
36,Pre,Student,Left,4,22:25:02,22:32:20,00:07:18,Females,Yoomjeong,1.036,1.128,"[(0.002, 73)]",0.862,0.299,0.325,"[(0.001, 85)]",0.249
36,Pre,Student,Right,8,22:25:02,22:32:20,00:07:18,Females,Yoomjeong,1.695,1.442,"[(0.0, 106)]",1.115,0.323,0.275,"[(0.0, 117)]",0.213
36,Post,Counselor,Left,,,,,,,,,,,,,,
36,Post,Counselor,Right,,,,,,,,,,,,,,
36,Post,Student,Left,,,,,,,,,,,,,,
36,Post,Student,Right,,,,,,,,,,,,,,
36,Intervention,Student,Left,4,15:51:54,16:27:08,00:35:14,,,4.433,4.27,"[(4.151, 144)]",0.795,0.734,0.707,"[(0.687, 144)]",0.132
36,Intervention,Student,Right,8,15:51:54,16:27:08,00:35:14,,,4.877,4.54,"[(6.729, 179)]",1.339,0.65,0.605,"[(0.897, 179)]",0.179
37,Pre,Counselor,Left,8,22:34:30,22:42:00,00:07:30,Females,Calley,0.068,0.074,"[(0.074, 463)]",0.014,0.698,0.763,"[(0.763, 463)]",0.149
37,Pre,Counselor,Right,8,22:34:30,22:42:00,00:07:30,Females,Calley,0.101,0.107,"[(0.155, 201)]",0.042,0.635,0.673,"[(0.975, 201)]",0.264
37,Pre,Student,Left,4,22:34:30,22:42:00,00:07:30,Females,Calley,1.264,0.554,"[(0.002, 42)]",1.236,0.374,0.164,"[(0.001, 43)]",0.365
37,Pre,Student,Right,8,22:34:30,22:42:00,00:07:30,Females,Calley,1.275,1.599,"[(0.0, 78)]",1.047,0.365,0.457,"[(0.0, 78)]",0.299
37,Post,Counselor,Left,8,19:34:55,19:40:42,00:05:47,Females,,0.041,0.056,"[(0.067, 79)]",0.029,0.601,0.812,"[(0.971, 79)]",0.414
37,Post,Counselor,Right,8,19:34:55,19:40:42,00:05:47,Females,,0.08,0.076,"[(0.067, 255)]",0.04,0.542,0.517,"[(0.456, 255)]",0.269
37,Post,Student,Left,4,19:34:55,19:40:42,00:05:47,Females,,0.075,0.002,"[(0.002, 32)]",0.157,0.162,0.004,"[(0.004, 32)]",0.339
37,Post,Student,Right,8,19:34:55,19:40:42,00:05:47,Females,,0.483,0.221,"[(0.0, 170)]",0.521,0.263,0.119,"[(0.0, 170)]",0.283
37,Intervention,Student,Left,,,,,,,,,,,,,,
37,Intervention,Student,Right,8,15:40:36,15:56:17,00:15:41,,,1.509,1.612,"[(0.0, 3700)]",1.385,0.252,0.269,"[(0.0, 3712)]",0.231
38,Pre,Counselor,Left,8,22:52:28,23:00:08,00:07:40,Females,Avnisha,0.024,0.025,"[(0.025, 16)]",0.014,0.422,0.439,"[(0.439, 16)]",0.24
38,Pre,Counselor,Right,8,22:52:28,23:00:08,00:07:40,Females,Avnisha,0.066,0.068,"[(0.082, 185)]",0.032,0.578,0.596,"[(0.719, 185)]",0.281
38,Pre,Student,Left,4,22:52:28,23:00:08,00:07:40,Females,Avnisha,0.006,0.006,"[(0.006, 77)]",0.003,0.215,0.222,"[(0.222, 77)]",0.121
38,Pre,Student,Right,8,22:52:28,23:00:08,00:07:40,Females,Avnisha,0.016,0.021,"[(0.023, 780)]",0.009,0.505,0.677,"[(0.742, 780)]",0.299
38,Post,Counselor,Left,8,21:17:37,21:24:13,00:06:36,Females,,0.023,0.018,"[(0.039, 117)]",0.013,0.542,0.429,"[(0.929, 117)]",0.304
38,Post,Counselor,Right,8,21:17:37,21:24:13,00:06:36,Females,,0.048,0.05,"[(0.076, 114)]",0.024,0.553,0.581,"[(0.733, 114)]",0.274
38,Post,Student,Left,4,21:17:37,21:24:13,00:06:36,Females,,0.009,0.004,"[(0.004, 225)]",0.02,0.021,0.009,"[(0.009, 225)]",0.045
38,Post,Student,Right,8,21:17:37,21:24:13,00:06:36,Females,,0.009,0.004,"[(0.002, 325)]",0.011,0.311,0.143,"[(0.071, 325)]",0.377
38,Intervention,Student,Left,,,,,,,,,,,,,,
38,Intervention,Student,Right,8,17:46:15,18:01:26,00:15:11,,,2.929,2.843,"[(2.75, 66)]",0.941,0.552,0.536,"[(0.519, 70)]",0.178
40,Pre,Counselor,Left,8,23:01:37,23:12:45,00:11:08,Females,Mariah,0.054,0.055,"[(0.055, 170)]",0.014,0.727,0.743,"[(0.743, 170)]",0.19
40,Pre,Counselor,Right,8,23:01:37,23:12:45,00:11:08,Females,Mariah,0.121,0.126,"[(0.138, 185)]",0.051,0.547,0.568,"[(0.622, 185)]",0.231
40,Pre,Student,Left,4,23:01:37,23:12:45,00:11:08,Females,Mariah,1.488,1.822,"[(0.002, 56)]",0.737,0.628,0.768,"[(0.001, 56)]",0.311
40,Pre,Student,Right,8,23:01:37,23:12:45,00:11:08,Females,Mariah,1.634,1.863,"[(0.0, 157)]",0.817,0.574,0.654,"[(0.0, 157)]",0.287
40,Post,Counselor,Left,8,19:42:41,19:53:08,00:10:27,Females,,0.038,0.012,"[(0.012, 83)]",0.076,0.078,0.025,"[(0.025, 83)]",0.157
40,Post,Counselor,Right,8,19:42:41,19:53:08,00:10:27,Females,,0.072,0.078,"[(0.092, 242)]",0.031,0.599,0.645,"[(0.76, 242)]",0.255
40,Post,Student,Left,4,19:42:41,19:53:08,00:10:27,Females,,1.369,1.788,"[(1.812, 28)]",0.7,0.698,0.913,"[(0.924, 28)]",0.357
40,Post,Student,Right,8,19:42:41,19:53:08,00:10:27,Females,,0.685,0.763,"[(0.0, 120)]",0.37,0.493,0.549,"[(0.0, 120)]",0.266
40,Intervention,Student,Left,,,,,,,,,,,,,,
40,Intervention,Student,Right,,,,,,,,,,,,,,
41,Pre,Counselor,Left,8,19:01:20,19:07:40,00:06:20,Males,Marcus,2.227,2.303,"[(2.107, 104)]",0.564,0.62,0.642,"[(0.587, 104)]",0.157
41,Pre,Counselor,Right,8,19:01:20,19:07:40,00:06:20,Males,Marcus,2.045,2.601,"[(0.0, 23)]",1.493,0.504,0.641,"[(0.0, 25)]",0.368
41,Pre,Student,Left,4,19:01:20,19:07:40,00:06:20,Males,Marcus,0.592,0.671,"[(0.002, 59)]",0.238,0.659,0.748,"[(0.002, 59)]",0.265
41,Pre,Student,Right,8,19:01:20,19:07:40,00:06:20,Males,Marcus,0.711,0.78,"[(0.0, 322)]",0.391,0.489,0.537,"[(0.0, 322)]",0.269
41,Post,Counselor,Left,8,20:55:24,21:02:22,00:06:58,Males,,0.122,0.078,"[(0.078, 443)]",0.068,0.425,0.272,"[(0.272, 443)]",0.237
41,Post,Counselor,Right,8,20:55:24,21:02:22,00:06:58,Males,,0.078,0.041,"[(0.0, 95)]",0.078,0.351,0.183,"[(0.0, 95)]",0.352
41,Post,Student,Left,4,20:55:24,21:02:22,00:06:58,Males,,1.074,1.188,"[(1.329, 24)]",0.279,0.765,0.846,"[(0.947, 24)]",0.199
41,Post,Student,Right,8,20:55:24,21:02:22,00:06:58,Males,,1.29,1.35,"[(0.0, 124)]",0.386,0.642,0.672,"[(0.0, 124)]",0.192
41,Intervention,Student,Left,4,15:57:30,16:16:36,00:19:06,,,0.181,0.173,"[(0.161, 309)]",0.053,0.123,0.118,"[(0.11, 309)]",0.036
41,Intervention,Student,Right,8,15:57:30,16:16:36,00:19:06,,,0.133,0.117,"[(0.095, 1093)]",0.057,0.084,0.074,"[(0.06, 1094)]",0.036
42,Pre,Counselor,Left,8,19:10:55,19:22:13,00:11:18,Males,Jay,0.436,0.457,"[(0.002, 62)]",0.224,0.428,0.449,"[(0.002, 62)]",0.22
42,Pre,Counselor,Right,8,19:10:55,19:22:13,00:11:18,Males,Jay,0.614,0.587,"[(0.0, 71)]",0.265,0.566,0.542,"[(0.0, 71)]",0.245
42,Pre,Student,Left,,,,,,,,,,,,,,
42,Pre,Student,Right,,,,,,,,,,,,,,
42,Post,Counselor,Left,8,19:50:22,19:56:52,00:06:30,Males,,0.217,0.236,"[(0.257, 168)]",0.052,0.612,0.667,"[(0.726, 168)]",0.148
42,Post,Counselor,Right,8,19:50:22,19:56:52,00:06:30,Males,,0.11,0.145,"[(0.0, 52)]",0.063,0.543,0.718,"[(0.0, 52)]",0.31
42,Post,Student,Left,4,19:50:22,19:56:52,00:06:30,Males,,0.39,0.461,"[(0.486, 53)]",0.234,0.378,0.448,"[(0.472, 53)]",0.227
42,Post,Student,Right,8,19:50:22,19:56:52,00:06:30,Males,,3.249,3.584,"[(0.0, 240)]",1.287,0.608,0.67,"[(0.0, 244)]",0.241
42,Intervention,Student,Left,,,,,,,,,,,,,,
42,Intervention,Student,Right,,,,,,,,,,,,,,
43,Pre,Counselor,Left,8,19:47:17,19:52:57,00:05:40,Males,Michael,0.958,0.923,"[(0.867, 36)]",0.255,0.539,0.519,"[(0.487, 36)]",0.144
43,Pre,Counselor,Right,8,19:47:17,19:52:57,00:05:40,Males,Michael,0.567,0.661,"[(0.0, 78)]",0.471,0.428,0.499,"[(0.0, 78)]",0.356
43,Pre,Student,Left,4,19:47:17,19:52:57,00:05:40,Males,Michael,0.088,0.002,"[(0.002, 2180)]",0.289,0.026,0.001,"[(0.001, 2206)]",0.083
43,Pre,Student,Right,,,,,,,,,,,,,,
43,Post,Counselor,Left,8,19:16:9,19:21:23,00:05:14,Males,,0.259,0.272,"[(0.274, 200)]",0.049,0.596,0.625,"[(0.63, 200)]",0.114
43,Post,Counselor,Right,8,19:16:9,19:21:23,00:05:14,Males,,0.146,0.157,"[(0.154, 190)]",0.039,0.235,0.253,"[(0.248, 190)]",0.063
43,Post,Student,Left,4,19:16:9,19:21:23,00:05:14,Males,,0.483,0.331,"[(0.002, 74)]",0.48,0.344,0.236,"[(0.001, 74)]",0.342
43,Post,Student,Right,8,19:16:9,19:21:23,00:05:14,Males,,0.417,0.565,"[(0.0, 43)]",0.331,0.327,0.442,"[(0.0, 43)]",0.26
43,Intervention,Student,Left,,,,,,,,,,,,,,
43,Intervention,Student,Right,8,13:34:58,13:55:05,00:20:07,,,0.068,0.068,"[(0.068, 673)]",0.055,0.035,0.035,"[(0.035, 673)]",0.028
44,Pre,Counselor,Left,8,20:01:04,20:9:43,00:08:39,Males,Evan,0.226,0.28,"[(0.002, 68)]",0.177,0.276,0.342,"[(0.002, 68)]",0.217
44,Pre,Counselor,Right,8,20:01:04,20:9:43,00:08:39,Males,Evan,0.42,0.4,"[(0.394, 198)]",0.13,0.133,0.127,"[(0.125, 356)]",0.041
44,Pre,Student,Left,,,,,,,,,,,,,,
44,Pre,Student,Right,,,,,,,,,,,,,,
44,Post,Counselor,Left,8,20:26:14,20:36:50,00:10:36,Males,,0.121,0.123,"[(0.125, 539)]",0.022,0.12,0.122,"[(0.124, 539)]",0.022
44,Post,Counselor,Right,8,20:26:14,20:36:50,00:10:36,Males,,0.094,0.11,"[(0.0, 99)]",0.073,0.44,0.514,"[(0.0, 99)]",0.341
44,Post,Student,Left,4,20:26:14,20:36:50,00:10:36,Males,,4.533,5.108,"[(5.108, 134)]",1.277,0.773,0.871,"[(0.871, 134)]",0.218
44,Post,Student,Right,8,20:26:14,20:36:50,00:10:36,Males,,4.038,4.358,"[(0.0, 137)]",1.579,0.632,0.682,"[(0.0, 157)]",0.247
44,Intervention,Student,Left,4,16:36:48,16:57:27,00:20:39,,,1.007,1.224,"[(0.0, 56)]",0.469,0.695,0.845,"[(0.0, 56)]",0.324
44,Intervention,Student,Right,8,16:36:48,16:57:27,00:20:39,,,0.193,0.217,"[(0.18, 330)]",0.074,0.205,0.231,"[(0.191, 330)]",0.079
45,Pre,Counselor,Left,8,20:13:00,20:19:36,00:06:36,Males,Bonnie,0.568,0.458,"[(0.226, 97)]",0.274,0.357,0.288,"[(0.277, 112)]",0.172
45,Pre,Counselor,Right,8,20:13:00,20:19:36,00:06:36,Males,Bonnie,0.287,0.129,"[(0.0, 74)]",0.415,0.153,0.069,"[(0.0, 74)]",0.222
45,Pre,Student,Left,,,,,,,,,,,,,,
45,Pre,Student,Right,8,20:13:00,20:19:36,00:06:36,Males,Bonnie,0.152,0.155,"[(0.195, 86)]",0.061,0.147,0.15,"[(0.189, 86)]",0.059
45,Post,Counselor,Left,8,21:22:01,21:28:26,00:06:25,Males,,0.16,0.173,"[(0.168, 176)]",0.044,0.787,0.848,"[(0.824, 176)]",0.215
45,Post,Counselor,Right,8,21:22:01,21:28:26,00:06:25,Males,,0.166,0.179,"[(0.182, 114)]",0.067,0.566,0.611,"[(0.621, 114)]",0.228
45,Post,Student,Left,4,21:22:01,21:28:26,00:06:25,Males,,0.435,0.286,"[(0.002, 18)]",0.381,0.414,0.273,"[(0.002, 18)]",0.363
45,Post,Student,Right,8,21:22:01,21:28:26,00:06:25,Males,,1.392,1.489,"[(0.0, 129)]",0.682,0.5,0.535,"[(0.0, 129)]",0.245
45,Intervention,Student,Left,4,18:35:40,18:57:49,00:22:9,,,0.068,0.071,"[(0.075, 207)]",0.021,0.641,0.67,"[(0.708, 207)]",0.197
45,Intervention,Student,Right,8,18:35:40,18:57:49,00:22:9,,,0.05,0.05,"[(0.056, 554)]",0.029,0.284,0.286,"[(0.32, 554)]",0.168
46,Pre,Counselor,Left,8,20:23:13,20:29:11,00:05:58,Males,Andrew,0.84,0.853,"[(0.82, 155)]",0.206,0.672,0.683,"[(0.657, 155)]",0.165
46,Pre,Counselor,Right,8,20:23:13,20:29:11,00:05:58,Males,Andrew,0.242,0.022,"[(0.0, 66)]",0.323,0.236,0.021,"[(0.0, 66)]",0.314
46,Pre,Student,Left,4,20:23:13,20:29:11,00:05:58,Males,Andrew,1.668,1.742,"[(2.19, 31)]",0.586,0.534,0.558,"[(0.701, 31)]",0.188
46,Pre,Student,Right,8,20:23:13,20:29:11,00:05:58,Males,Andrew,2.975,3.2,"[(0.0, 127)]",1.47,0.432,0.465,"[(0.0, 134)]",0.214
46,Post,Counselor,Left,8,20:38:58,20:46:00,00:07:02,Males,,0.191,0.202,"[(0.192, 109)]",0.066,0.578,0.612,"[(0.582, 109)]",0.2
46,Post,Counselor,Right,8,20:38:58,20:46:00,00:07:02,Males,,0.284,0.25,"[(0.227, 293)]",0.087,0.629,0.553,"[(0.502, 293)]",0.192
46,Post,Student,Left,4,20:38:58,20:46:00,00:07:02,Males,,2.567,2.558,"[(3.939, 36)]",0.92,0.617,0.614,"[(0.946, 36)]",0.221
46,Post,Student,Right,8,20:38:58,20:46:00,00:07:02,Males,,0.152,0.117,"[(0.0, 287)]",0.113,0.297,0.229,"[(0.0, 287)]",0.221
46,Intervention,Student,Left,4,13:31:28,13:47:00,00:15:32,,,0.655,0.566,"[(0.432, 63)]",0.273,0.254,0.219,"[(0.173, 78)]",0.106
46,Intervention,Student,Right,8,20:38:58,20:46:00,00:07:02,Males,,0.467,0.51,"[(0.51, 42)]",0.205,0.247,0.27,"[(0.27, 42)]",0.109
47,Pre,Counselor,Left,8,20:32:17,20:41:11,00:08:54,Males,Skyler,0.641,0.655,"[(0.665, 50)]",0.133,0.563,0.575,"[(0.584, 50)]",0.117
47,Pre,Counselor,Right,8,20:32:17,20:41:11,00:08:54,Males,Skyler,0.285,0.236,"[(0.236, 231)]",0.154,0.302,0.25,"[(0.25, 231)]",0.163
47,Pre,Student,Left,,,,,,,,,,,,,,
47,Pre,Student,Right,,,,,,,,,,,,,,
47,Post,Counselor,Left,8,20:16:43,20:22:27,00:05:44,Males,,0.248,0.26,"[(0.26, 194)]",0.047,0.836,0.875,"[(0.875, 194)]",0.16
47,Post,Counselor,Right,8,20:16:43,20:22:27,00:05:44,Males,,0.044,0.042,"[(0.0, 65)]",0.042,0.43,0.412,"[(0.0, 65)]",0.408
47,Post,Student,Left,4,20:16:43,20:22:27,00:05:44,Males,,2.544,2.91,"[(3.395, 68)]",0.978,0.65,0.743,"[(0.867, 68)]",0.25
47,Post,Student,Right,8,20:16:43,20:22:27,00:05:44,Males,,0.043,0.008,"[(0.008, 121)]",0.188,0.043,0.008,"[(0.008, 121)]",0.184
47,Intervention,Student,Left,4,17:11:20,17:25:38,00:14:18,,,4.374,4.964,"[(5.674, 73)]",1.46,0.739,0.839,"[(0.958, 73)]",0.247
47,Intervention,Student,Right,8,17:11:20,17:25:38,00:14:18,,,0.354,0.315,"[(0.313, 428)]",0.142,0.27,0.24,"[(0.239, 428)]",0.109
48,Pre,Counselor,Left,8,20:50:19,20:57:08,00:06:49,Males,Cyrus,0.15,0.166,"[(0.0, 106)]",0.114,0.176,0.194,"[(0.0, 106)]",0.133
48,Pre,Counselor,Right,8,20:50:19,20:57:08,00:06:49,Males,Cyrus,0.157,0.129,"[(0.0, 85)]",0.153,0.155,0.127,"[(0.0, 85)]",0.151
48,Pre,Student,Left,4,20:50:19,20:57:08,00:06:49,Males,Cyrus,6.885,8.08,"[(8.5, 126)]",2.417,0.695,0.816,"[(0.858, 126)]",0.244
48,Pre,Student,Right,8,20:50:19,20:57:08,00:06:49,Males,Cyrus,3.199,3.8,"[(0.0, 285)]",2.215,0.403,0.479,"[(0.0, 286)]",0.279
48,Post,Counselor,Left,8,19:41:57,19:47:27,00:05:30,Males,,0.353,0.346,"[(0.488, 117)]",0.112,0.646,0.634,"[(0.894, 117)]",0.205
48,Post,Counselor,Right,8,19:41:57,19:47:27,00:05:30,Males,,0.111,0.11,"[(0.0, 49)]",0.108,0.101,0.1,"[(0.0, 49)]",0.098
48,Post,Student,Left,4,19:41:57,19:47:27,00:05:30,Males,,0.218,0.002,"[(0.002, 15)]",0.498,0.103,0.001,"[(0.001, 15)]",0.236
48,Post,Student,Right,8,19:41:57,19:47:27,00:05:30,Males,,2.325,2.638,"[(3.205, 186)]",1.007,0.632,0.717,"[(0.871, 186)]",0.274
48,Intervention,Student,Left,4,11:16:13,11:33:9,00:16:56,,,0.161,0.17,"[(0.035, 33)]",0.185,0.104,0.11,"[(0.023, 33)]",0.12
48,Intervention,Student,Right,8,11:16:13,11:33:9,00:16:56,,,0.226,0.214,"[(0.195, 1315)]",0.052,0.281,0.266,"[(0.242, 1315)]",0.065
49,Pre,Counselor,Left,8,22:02:45,22:14:52,00:12:07,Males,Fernando,0.212,0.235,"[(0.002, 46)]",0.154,0.308,0.342,"[(0.003, 46)]",0.224
49,Pre,Counselor,Right,8,22:02:45,22:14:52,00:12:07,Males,Fernando,0.227,0.242,"[(0.0, 64)]",0.151,0.374,0.399,"[(0.0, 64)]",0.25
49,Pre,Student,Left,4,22:02:45,22:14:52,00:12:07,Males,Fernando,0.104,0.002,"[(0.002, 354)]",0.377,0.053,0.001,"[(0.001, 354)]",0.191
49,Pre,Student,Right,8,22:02:45,22:14:52,00:12:07,Males,Fernando,1.363,1.716,"[(0.0, 1420)]",0.821,0.425,0.535,"[(0.0, 1420)]",0.256
49,Post,Counselor,Left,8,19:26:48,19:39:39,00:12:51,Males,,0.207,0.206,"[(0.206, 681)]",0.032,0.291,0.29,"[(0.29, 681)]",0.046
49,Post,Counselor,Right,8,19:26:48,19:39:39,00:12:51,Males,,0.103,0.103,"[(0.105, 698)]",0.04,0.52,0.52,"[(0.53, 698)]",0.201
49,Post,Student,Left,4,19:26:48,19:39:39,00:12:51,Males,,2.833,3.178,"[(0.002, 47)]",1.175,0.676,0.759,"[(0.0, 54)]",0.281
49,Post,Student,Right,8,19:26:48,19:39:39,00:12:51,Males,,3.263,4.415,"[(0.0, 1234)]",1.863,0.633,0.857,"[(0.0, 1235)]",0.362
49,Intervention,Student,Left,4,15:03:58,15:30:50,00:26:52,,,0.556,0.402,"[(0.355, 145)]",0.333,0.179,0.129,"[(0.114, 164)]",0.107
49,Intervention,Student,Right,8,15:03:58,15:30:50,00:26:52,,,2.141,2.062,"[(0.0, 167)]",0.72,0.57,0.549,"[(0.0, 167)]",0.192
50,Pre,Counselor,Left,8,22:17:58,22:27:21,00:9:23,Males,Aryan,0.14,0.098,"[(0.0, 152)]",0.144,0.214,0.149,"[(0.0, 152)]",0.22
50,Pre,Counselor,Right,8,22:17:58,22:27:21,00:9:23,Males,Aryan,0.339,0.03,"[(0.0, 176)]",0.457,0.22,0.019,"[(0.0, 176)]",0.296
50,Pre,Student,Left,4,22:17:58,22:27:21,00:9:23,Males,Aryan,1.078,0.787,"[(1.184, 93)]",0.667,0.313,0.228,"[(0.343, 99)]",0.193
50,Pre,Student,Right,8,22:17:58,22:27:21,00:9:23,Males,Aryan,2.545,2.67,"[(3.676, 63)]",1.005,0.528,0.554,"[(0.763, 63)]",0.209
50,Post,Counselor,Left,8,19:03:11,19:12:06,00:08:55,Males,Arian,1.758,2.091,"[(0.002, 40)]",0.894,0.529,0.629,"[(0.001, 54)]",0.269
50,Post,Counselor,Right,8,19:03:11,19:12:06,00:08:55,Males,Arian,2.012,2.387,"[(0.0, 69)]",0.902,0.511,0.606,"[(0.0, 69)]",0.229
50,Post,Student,Left,4,19:03:11,19:12:06,00:08:55,Males,Arian,4.25,4.707,"[(4.714, 64)]",1.265,0.787,0.872,"[(0.873, 64)]",0.234
50,Post,Student,Right,8,19:03:11,19:12:06,00:08:55,Males,Arian,3.606,3.766,"[(0.0, 91)]",1.572,0.561,0.586,"[(0.0, 97)]",0.245
50,Intervention,Student,Left,4,15:08:04,15:22:48,00:14:44,,,0.138,0.14,"[(0.002, 344)]",0.099,0.071,0.071,"[(0.001, 344)]",0.051
50,Intervention,Student,Right,8,15:08:04,15:22:48,00:14:44,,,0.026,0.0,"[(0.0, 1131)]",0.266,0.007,0.0,"[(0.0, 1131)]",0.076
51,Pre,Counselor,Left,8,22:31:02,22:36:23,00:05:21,Males,Mark,0.153,0.162,"[(0.002, 126)]",0.14,0.378,0.4,"[(0.005, 126)]",0.345
51,Pre,Counselor,Right,8,22:31:02,22:36:23,00:05:21,Males,Mark,0.116,0.05,"[(0.0, 93)]",0.142,0.217,0.094,"[(0.0, 93)]",0.266
51,Pre,Student,Left,4,22:31:02,22:36:23,00:05:21,Males,Mark,0.316,0.359,"[(0.002, 32)]",0.389,0.152,0.173,"[(0.001, 32)]",0.187
51,Pre,Student,Right,8,22:31:02,22:36:23,00:05:21,Males,Mark,0.113,0.08,"[(0.0, 232)]",0.183,0.102,0.072,"[(0.0, 232)]",0.165
51,Post,Counselor,Left,8,20:00:00,20:04:30,00:04:30,Males,,0.093,0.102,"[(0.107, 204)]",0.021,0.799,0.879,"[(0.922, 204)]",0.182
51,Post,Counselor,Right,8,20:00:00,20:04:30,00:04:30,Males,,0.057,0.063,"[(0.081, 122)]",0.035,0.056,0.062,"[(0.08, 122)]",0.034
51,Post,Student,Left,4,20:00:00,20:04:30,00:04:30,Males,,0.01,0.006,"[(0.006, 54)]",0.016,0.12,0.073,"[(0.073, 54)]",0.198
51,Post,Student,Right,8,20:00:00,20:04:30,00:04:30,Males,,0.965,1.117,"[(0.0, 160)]",0.383,0.648,0.75,"[(0.0, 160)]",0.257
51,Intervention,Student,Left,4,13:37:18,14:17:28,00:40:10,,,3.402,3.627,"[(4.11, 90)]",1.059,0.547,0.583,"[(0.648, 108)]",0.17
51,Intervention,Student,Right,8,13:37:18,14:17:28,00:40:10,,,5.659,6.44,"[(6.643, 179)]",2.2,0.634,0.722,"[(0.744, 180)]",0.247
52,Pre,Counselor,Left,8,23:01:21,23:10:47,00:9:26,Males,Daniel,0.061,0.073,"[(0.078, 181)]",0.03,0.54,0.646,"[(0.69, 181)]",0.264
52,Pre,Counselor,Right,8,23:01:21,23:10:47,00:9:26,Males,Daniel,0.101,0.105,"[(0.0, 98)]",0.055,0.277,0.288,"[(0.0, 98)]",0.15
52,Pre,Student,Left,4,23:01:21,23:10:47,00:9:26,Males,Daniel,2.05,2.68,"[(0.002, 54)]",1.128,0.613,0.802,"[(0.001, 60)]",0.337
52,Pre,Student,Right,8,23:01:21,23:10:47,00:9:26,Males,Daniel,1.6,1.701,"[(0.0, 216)]",0.606,0.608,0.646,"[(0.0, 216)]",0.23
52,Post,Counselor,Left,8,18:47:42,19:00:27,00:12:45,Males,,0.148,0.122,"[(0.095, 257)]",0.091,0.238,0.197,"[(0.153, 257)]",0.147
52,Post,Counselor,Right,8,18:47:42,19:00:27,00:12:45,Males,,0.22,0.14,"[(0.121, 104)]",0.196,0.3,0.191,"[(0.165, 104)]",0.268
52,Post,Student,Left,4,18:47:42,19:00:27,00:12:45,Males,,1.57,1.803,"[(0.002, 39)]",0.612,0.705,0.81,"[(0.001, 39)]",0.275
52,Post,Student,Right,8,18:47:42,19:00:27,00:12:45,Males,,0.369,0.435,"[(0.0, 29)]",0.364,0.286,0.337,"[(0.0, 29)]",0.282
52,Intervention,Student,Left,4,17:21:42,17:32:41,00:10:59,,,2.072,2.194,"[(2.49, 66)]",0.511,0.668,0.708,"[(0.803, 66)]",0.165
52,Intervention,Student,Right,8,17:21:42,17:32:41,00:10:59,,,5.36,6.322,"[(7.564, 171)]",3.005,0.599,0.706,"[(0.845, 171)]",0.336
53,Pre,Counselor,Left,8,18:58:29,19:04:40,00:06:11,Female,,0.65,0.436,"[(0.148, 46)]",0.505,0.368,0.247,"[(0.084, 46)]",0.287
53,Pre,Counselor,Right,8,18:58:29,19:04:40,00:06:11,Female,,0.593,0.396,"[(0.217, 121)]",0.427,0.338,0.226,"[(0.124, 122)]",0.243
53,Pre,Student,Left,4,18:58:29,19:04:40,00:06:11,Female,,0.062,0.002,"[(0.002, 766)]",0.163,0.064,0.002,"[(0.002, 766)]",0.17
53,Pre,Student,Right,8,18:58:29,19:04:40,00:06:11,Female,,0.721,0.738,"[(0.0, 93)]",0.437,0.459,0.469,"[(0.0, 93)]",0.278
53,Post,Counselor,Left,8,18:24:37,18:31:40,00:07:03,Female,,0.064,0.058,"[(0.058, 173)]",0.045,0.324,0.294,"[(0.294, 173)]",0.229
53,Post,Counselor,Right,8,18:24:37,18:31:40,00:07:03,Female,,0.028,0.004,"[(0.0, 47)]",0.034,0.355,0.05,"[(0.0, 47)]",0.431
53,Post,Student,Left,4,18:24:37,18:31:40,00:07:03,Female,,1.636,1.706,"[(1.646, 26)]",0.409,0.673,0.702,"[(0.678, 26)]",0.168
53,Post,Student,Right,8,18:24:37,18:31:40,00:07:03,Female,,0.072,0.048,"[(0.0, 160)]",0.1,0.093,0.062,"[(0.0, 160)]",0.129
53,Intervention,Student,Left,4,14:56:01,15:13:32,00:17:31,,,0.43,0.382,"[(0.002, 698)]",0.403,0.274,0.244,"[(0.001, 698)]",0.257
53,Intervention,Student,Right,8,14:56:01,15:13:32,00:17:31,,,0.923,0.975,"[(0.0, 1344)]",0.691,0.402,0.424,"[(0.0, 1344)]",0.301
54,Pre,Counselor,Left,8,19:06:13,19:14:39,00:08:26,Female,,0.042,0.061,"[(0.069, 13)]",0.033,0.459,0.67,"[(0.758, 13)]",0.359
54,Pre,Counselor,Right,8,19:06:13,19:14:39,00:08:26,Female,,0.103,0.109,"[(0.123, 198)]",0.041,0.504,0.534,"[(0.603, 198)]",0.203
54,Pre,Student,Left,4,19:06:13,19:14:39,00:08:26,Female,,0.046,0.033,"[(0.002, 162)]",0.035,0.322,0.231,"[(0.014, 162)]",0.244
54,Pre,Student,Right,8,19:06:13,19:14:39,00:08:26,Female,,0.031,0.045,"[(0.0, 356)]",0.024,0.431,0.616,"[(0.0, 356)]",0.325
54,Post,Counselor,Left,8,19:41:48,19:49:47,00:07:59,Female,,0.04,0.039,"[(0.048, 186)]",0.028,0.417,0.411,"[(0.505, 186)]",0.291
